REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,EDUCATION_LEVEL,Education Level,WEALTH_QUINTILE,Wealth Quintile,RESIDENCE,Residence,UNIT_MEASURE,Unit of measure,UNIT_MULTIPLIER,Unit multiplier,SOURCE_LINK,SERIES_FOOTNOTE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation Status,DATA_SOURCE,OBS_CONF,Observation confidentaility,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,COVERAGE_TIME,OBS_FOOTNOTE,FREQ_COLL,Time interval at which the source data are collected
BOL,Bolivia (Plurinational State of),ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,65.402481,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,,,
BOL,Bolivia (Plurinational State of),ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,66.120232,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,,,
BOL,Bolivia (Plurinational State of),ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2016,39.495869,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,,,
BOL,Bolivia (Plurinational State of),ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2016,72.378311,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,,,
BOL,Bolivia (Plurinational State of),ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,65.755737,,,Encuesta de DemografÃ­a y Salud (EDSA) 2016,,,,,,,,
BRA,Brazil,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,74.699997,,,PNAD 2019,,,,,,,0,Not Known
BRA,Brazil,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,64.699997,,,PNAD 2019,,,,,,,0,Not Known
BRA,Brazil,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2019,46.700001,,,PNAD 2019,,,,,,,0,Not Known
BRA,Brazil,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2019,61.200001,,,PNAD 2019,,,,,,,0,Not Known
BRA,Brazil,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2019,74.900002,,,PNAD 2019,,,,,,,0,Not Known
BRA,Brazil,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2019,81.5,,,PNAD 2019,,,,,,,0,Not Known
BRA,Brazil,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2019,93.699997,,,PNAD 2019,,,,,,,0,Not Known
BRA,Brazil,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2019,49.900002,,,PNAD 2019,,,,,,,0,Not Known
BRA,Brazil,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2019,72.800003,,,PNAD 2019,,,,,,,0,Not Known
BRA,Brazil,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,69.699997,,,PNAD 2019,,,,,,,0,Not Known
BRB,Barbados,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,96.900002,,,MICS 2012,,,,,,,0,Not Known
BRB,Barbados,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,91.199997,,,MICS 2012,,,,,,,0,Not Known
BRB,Barbados,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2012,87.800003,,,MICS 2012,,,,,,,0,Not Known
BRB,Barbados,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2012,93,,,MICS 2012,,,,,,,0,Not Known
BRB,Barbados,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2012,93.599998,,,MICS 2012,,,,,,,0,Not Known
BRB,Barbados,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2012,97.199997,,,MICS 2012,,,,,,,0,Not Known
BRB,Barbados,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2012,96.800003,,,MICS 2012,,,,,,,0,Not Known
BRB,Barbados,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2012,97.099998,,,MICS 2012,,,,,,,0,Not Known
BRB,Barbados,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2012,92.300003,,,MICS 2012,,,,,,,0,Not Known
BRB,Barbados,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,93.900002,,,MICS 2012,,,,,,,0,Not Known
BTN,Bhutan,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2010,17.700001,,,MICS 2010,,,,,,,0,Not Known
BTN,Bhutan,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2010,25.1,,,MICS 2010,,,,,,,0,Not Known
BTN,Bhutan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2010,5.8000002,,,MICS 2010,,,,,,,0,Not Known
BTN,Bhutan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2010,8.5,,,MICS 2010,,,,,,,0,Not Known
BTN,Bhutan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2010,13.1,,,MICS 2010,,,,,,,0,Not Known
BTN,Bhutan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2010,22.700001,,,MICS 2010,,,,,,,0,Not Known
BTN,Bhutan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2010,53.400002,,,MICS 2010,,,,,,,0,Not Known
BTN,Bhutan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2010,14.7,,,MICS 2010,,,,,,,0,Not Known
BTN,Bhutan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2010,35.200001,,,MICS 2010,,,,,,,0,Not Known
BTN,Bhutan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2010,21.1,,,MICS 2010,,,,,,,0,Not Known
BWA,Botswana,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,66.400002,,,Botswana Demographic Survey 2017,,,,,,,0,Not Known
BWA,Botswana,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,55.400002,,,Botswana Demographic Survey 2017,,,,,,,0,Not Known
BWA,Botswana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2017,36.900002,,,Botswana Demographic Survey 2017,,,,,,,0,Not Known
BWA,Botswana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2017,69.699997,,,Botswana Demographic Survey 2017,,,,,,,0,Not Known
BWA,Botswana,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,60.900002,,,Botswana Demographic Survey 2017,,,,,,,0,Not Known
CAF,Central African Republic,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,5.1652322,,,MICS 2018-19,,,,,,,,
CAF,Central African Republic,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,7.5470662,,,MICS 2018-19,,,,,,,,
CAF,Central African Republic,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2019,0.0868972,,,MICS 2018-19,,,,,,,,
CAF,Central African Republic,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2019,0.54911929,,,MICS 2018-19,,,,,,,,
CAF,Central African Republic,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2019,0.26036561,,,MICS 2018-19,,,,,,,,
CAF,Central African Republic,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2019,2.9639609,,,MICS 2018-19,,,,,,,,
CAF,Central African Republic,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2019,20.583241,,,MICS 2018-19,,,,,,,,
CAF,Central African Republic,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2019,0.1004217,,,MICS 2018-19,,,,,,,,
CAF,Central African Republic,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2019,14.41072,,,MICS 2018-19,,,,,,,,
CAF,Central African Republic,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,6.217989,,,MICS 2018-19,,,,,,,,
CHL,Chile,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,88.080391,,,CASEN 2017,,,,,,,0,Not Known
CHL,Chile,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,83.068703,,,CASEN 2017,,,,,,,0,Not Known
CHL,Chile,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2017,78.117958,,,CASEN 2017,,,,,,,0,Not Known
CHL,Chile,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2017,86.5196,,,CASEN 2017,,,,,,,0,Not Known
CHL,Chile,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,85.579773,,,CASEN 2017,,,,,,,0,Not Known
CHN,China,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,67.300003,,,National Population Sample Survey 2015,,,,,,,0,Not Known
CHN,China,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,63,,,National Population Sample Survey 2015,,,,,,,0,Not Known
CHN,China,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2015,42,,,National Population Sample Survey 2015,,,,,,,0,Not Known
CHN,China,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2015,77,,,National Population Sample Survey 2015,,,,,,,0,Not Known
CHN,China,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,65,,,National Population Sample Survey 2015,,,,,,,0,Not Known
CIV,Côte d'Ivoire,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,14.6,,,MICS 2016-17,,,,,,,0,Not Known
CIV,Côte d'Ivoire,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,17.200001,,,MICS 2016-17,,,,,,,0,Not Known
CIV,Côte d'Ivoire,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2017,1.8,,,MICS 2016-17,,,,,,,0,Not Known
CIV,Côte d'Ivoire,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2017,3.0999999,,,MICS 2016-17,,,,,,,0,Not Known
CIV,Côte d'Ivoire,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2017,8.3000002,,,MICS 2016-17,,,,,,,0,Not Known
CIV,Côte d'Ivoire,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2017,13.3,,,MICS 2016-17,,,,,,,0,Not Known
CIV,Côte d'Ivoire,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2017,39.599998,,,MICS 2016-17,,,,,,,0,Not Known
CIV,Côte d'Ivoire,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2017,3.3,,,MICS 2016-17,,,,,,,0,Not Known
CIV,Côte d'Ivoire,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2017,24.9,,,MICS 2016-17,,,,,,,0,Not Known
CIV,Côte d'Ivoire,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,15.8,,,MICS 2016-17,,,,,,,0,Not Known
CMR,Cameroon,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,20.78063,,,DHS 2018,,,,,,,0,Not Known
CMR,Cameroon,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,25.638069,,,DHS 2018,,,,,,,0,Not Known
CMR,Cameroon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,1.2414581,,,DHS 2018,,,,,,,0,Not Known
CMR,Cameroon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,4.403194,,,DHS 2018,,,,,,,0,Not Known
CMR,Cameroon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,10.28228,,,DHS 2018,,,,,,,0,Not Known
CMR,Cameroon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,24.3043,,,DHS 2018,,,,,,,0,Not Known
CMR,Cameroon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,52.384899,,,DHS 2018,,,,,,,0,Not Known
CMR,Cameroon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,6.8602228,,,DHS 2018,,,,,,,0,Not Known
CMR,Cameroon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,32.96814,,,DHS 2018,,,,,,,0,Not Known
CMR,Cameroon,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,22.98877,,,DHS 2018,,,,,,,0,Not Known
COD,Democratic Republic of the Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,26.74103,,,MICS 2017-18,,,,,,,0,Not Known
COD,Democratic Republic of the Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,36.384041,,,MICS 2017-18,,,,,,,0,Not Known
COD,Democratic Republic of the Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,8.1160717,,,MICS 2017-18,,,,,,,0,Not Known
COD,Democratic Republic of the Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,9.3310862,,,MICS 2017-18,,,,,,,0,Not Known
COD,Democratic Republic of the Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,16.62158,,,MICS 2017-18,,,,,,,0,Not Known
COD,Democratic Republic of the Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,29.971359,,,MICS 2017-18,,,,,,,0,Not Known
COD,Democratic Republic of the Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,63.811459,,,MICS 2017-18,,,,,,,0,Not Known
COD,Democratic Republic of the Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,12.11134,,,MICS 2017-18,,,,,,,0,Not Known
COD,Democratic Republic of the Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,46.651951,,,MICS 2017-18,,,,,,,0,Not Known
COD,Democratic Republic of the Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,31.136499,,,MICS 2017-18,,,,,,,0,Not Known
COG,Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,19.348619,,,MICS 2014-15,,,,,,,0,Not Known
COG,Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,27.795321,,,MICS 2014-15,,,,,,,0,Not Known
COG,Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2015,0.40472019,,,MICS 2014-15,,,,,,,0,Not Known
COG,Congo,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2015,3.7157409,,,MICS 2014-15,,,,,,,0,Not Known
